amfi_code,date,nav
118636,2023-11-03,101.0648
118636,2023-11-06,101.4324
118636,2023-11-07,101.4871
118636,2023-11-08,100.2783
118636,2023-11-09,100.348
118636,2023-11-10,98.7808
118636,2023-11-13,98.6732
118636,2023-11-14,100.65
118636,2023-11-15,101.6841
118636,2023-11-16,100.5984
118636,2023-11-17,100.5512
118636,2023-11-20,99.5846
118636,2023-11-21,99.5498
118636,2023-11-22,100.8333
118636,2023-11-23,101.6638
118636,2023-11-24,104.735
118636,2023-11-27,106.2756
118636,2023-11-28,106.5783
118636,2023-11-29,107.4869
118636,2023-11-30,107.2688
118636,2023-12-01,105.8604
118636,2023-12-04,107.5615
118636,2023-12-05,108.9068
118636,2023-12-06,108.6354
118636,2023-12-07,109.0359
118636,2023-12-08,110.7032
118636,2023-12-11,111.8719
118636,2023-12-12,109.9524
118636,2023-12-13,110.3179
118636,2023-12-14,110.1401
118636,2023-12-15,111.6552
118636,2023-12-18,113.0813
118636,2023-12-19,114.9158
118636,2023-12-20,113.4202
118636,2023-12-21,112.3984
118636,2023-12-22,113.946
118636,2023-12-25,113.1826
118636,2023-12-26,111.1615
118636,2023-12-27,111.9164
118636,2023-12-28,111.2262
118636,2023-12-29,113.6596
118636,2024-01-01,114.109
118636,2024-01-02,114.3741
118636,2024-01-03,113.9131
118636,2024-01-04,116.1332
118636,2024-01-05,116.6794
118636,2024-01-08,116.1541
118636,2024-01-09,115.0937
118636,2024-01-10,115.0383
118636,2024-01-11,113.7347
118636,2024-01-12,115.1844
118636,2024-01-15,112.731
118636,2024-01-16,112.5873
118636,2024-01-17,113.4567
118636,2024-01-18,113.9679
118636,2024-01-19,113.0325
118636,2024-01-22,113.9733
118636,2024-01-23,112.807
118636,2024-01-24,112.8219
118636,2024-01-25,113.7495
118636,2024-01-26,114.4269
118636,2024-01-29,113.5457
118636,2024-01-30,115.2228
118636,2024-01-31,115.3887
118636,2024-02-01,116.4637
118636,2024-02-02,118.6473
118636,2024-02-05,120.2859
118636,2024-02-06,121.9508
118636,2024-02-07,122.2815
118636,2024-02-08,123.4955
118636,2024-02-09,123.8614
118636,2024-02-12,122.1135
118636,2024-02-13,122.606
118636,2024-02-14,123.0322
118636,2024-02-15,123.9432
118636,2024-02-16,123.8024
118636,2024-02-19,122.7207
118636,2024-02-20,123.7366
118636,2024-02-21,121.8361
118636,2024-02-22,124.0176
118636,2024-02-23,123.7229
118636,2024-02-26,124.1369
118636,2024-02-27,125.0186
118636,2024-02-28,125.9548
118636,2024-02-29,123.8755
118636,2024-03-01,125.051
118636,2024-03-04,125.4559
118636,2024-03-05,124.4493
118636,2024-03-06,123.28
118636,2024-03-07,122.7365
118636,2024-03-08,120.7746
118636,2024-03-11,123.2223
118636,2024-03-12,125.3706
118636,2024-03-13,126.0
118636,2024-03-14,125.6118
118636,2024-03-15,125.2644
118636,2024-03-18,126.3538
118636,2024-03-19,128.9686
118636,2024-03-20,128.0343
118636,2024-03-21,126.266
118636,2024-03-22,128.5604
118636,2024-03-25,125.7519
118636,2024-03-26,124.1797
118636,2024-03-27,123.7622
118636,2024-03-28,121.3952
118636,2024-03-29,122.9668
118636,2024-04-01,124.1821
118636,2024-04-02,123.2758
118636,2024-04-03,125.1195
118636,2024-04-04,127.2454
118636,2024-04-05,127.0217
118636,2024-04-08,126.284
118636,2024-04-09,129.6577
118636,2024-04-10,130.7279
118636,2024-04-11,131.0777
118636,2024-04-12,133.17
118636,2024-04-15,133.5993
118636,2024-04-16,132.7352
118636,2024-04-17,132.8098
118636,2024-04-18,134.412
118636,2024-04-19,131.145
118636,2024-04-22,130.6392
118636,2024-04-23,132.7551
118636,2024-04-24,131.8866
118636,2024-04-25,134.2808
118636,2024-04-26,136.5067
118636,2024-04-29,136.3448
118636,2024-04-30,135.36
118636,2024-05-01,134.9474
118636,2024-05-02,139.3164
118636,2024-05-03,142.5058
118636,2024-05-06,142.7772
118636,2024-05-07,141.7924
118636,2024-05-08,142.0482
118636,2024-05-09,142.5207
118636,2024-05-10,140.4512
118636,2024-05-13,140.6423
118636,2024-05-14,142.9304
118636,2024-05-15,139.9014
118636,2024-05-16,141.345
118636,2024-05-17,143.7334
118636,2024-05-20,142.824
118636,2024-05-21,145.7848
118636,2024-05-22,144.6354
118636,2024-05-23,145.4588
118636,2024-05-24,144.9815
118636,2024-05-27,144.5054
118636,2024-05-28,143.4928
118636,2024-05-29,144.7531
118636,2024-05-30,146.2854
118636,2024-05-31,146.2308
118636,2024-06-03,143.9029
118636,2024-06-04,144.6566
118636,2024-06-05,145.4471
118636,2024-06-06,145.127
118636,2024-06-07,148.4369
118636,2024-06-10,145.7105
118636,2024-06-11,141.8918
118636,2024-06-12,140.7042
118636,2024-06-13,141.96
118636,2024-06-14,140.2181
118636,2024-06-17,138.6236
118636,2024-06-18,140.2611
118636,2024-06-19,141.0957
118636,2024-06-20,141.7906
118636,2024-06-21,143.1769
118636,2024-06-24,142.5036
118636,2024-06-25,141.9125
118636,2024-06-26,143.3483
118636,2024-06-27,141.0922
118636,2024-06-28,137.5208
118636,2024-07-01,136.8608
118636,2024-07-02,138.4443
118636,2024-07-03,138.9243
118636,2024-07-04,140.409
118636,2024-07-05,137.0679
118636,2024-07-08,137.6417
118636,2024-07-09,138.7767
118636,2024-07-10,136.5827
118636,2024-07-11,138.0502
118636,2024-07-12,137.9207
118636,2024-07-15,143.0591
118636,2024-07-16,139.3786
118636,2024-07-17,141.7243
118636,2024-07-18,141.1107
118636,2024-07-19,138.4287
118636,2024-07-22,137.6088
118636,2024-07-23,138.122
118636,2024-07-24,139.8968
118636,2024-07-25,142.8435
118636,2024-07-26,145.338
118636,2024-07-29,143.7124
118636,2024-07-30,145.7189
118636,2024-07-31,146.4614
118636,2024-08-01,145.3695
118636,2024-08-02,145.058
118636,2024-08-05,143.8804
118636,2024-08-06,144.002
118636,2024-08-07,142.7987
118636,2024-08-08,141.0943
118636,2024-08-09,141.962
118636,2024-08-12,143.0898
118636,2024-08-13,142.8249
118636,2024-08-14,145.2261
118636,2024-08-15,144.8303
118636,2024-08-16,144.362
118636,2024-08-19,145.564
118636,2024-08-20,145.3909
118636,2024-08-21,145.597
118636,2024-08-22,141.2516
118636,2024-08-23,141.3364
118636,2024-08-26,138.294
118636,2024-08-27,136.3231
118636,2024-08-28,134.1932
118636,2024-08-29,132.568
118636,2024-08-30,131.7479
118636,2024-09-02,131.0314
118636,2024-09-03,132.1283
118636,2024-09-04,132.5338
118636,2024-09-05,129.5633
118636,2024-09-06,129.7447
118636,2024-09-09,130.2921
118636,2024-09-10,129.8305
118636,2024-09-11,129.7875
118636,2024-09-12,130.1359
118636,2024-09-13,131.3819
118636,2024-09-16,128.9516
118636,2024-09-17,128.6251
118636,2024-09-18,131.0046
118636,2024-09-19,133.2841
118636,2024-09-20,134.6984
118636,2024-09-23,135.62
118636,2024-09-24,138.3671
118636,2024-09-25,141.6068
118636,2024-09-26,141.4441
118636,2024-09-27,139.8553
118636,2024-09-30,139.4576
118636,2024-10-01,144.5841
118636,2024-10-02,141.8034
118636,2024-10-03,140.946
118636,2024-10-04,138.5003
118636,2024-10-07,138.6522
118636,2024-10-08,136.5957
118636,2024-10-09,136.3628
118636,2024-10-10,133.1172
118636,2024-10-11,134.0506
118636,2024-10-14,135.9632
118636,2024-10-15,135.2824
118636,2024-10-16,135.0089
118636,2024-10-17,134.6902
118636,2024-10-18,134.9287
118636,2024-10-21,134.8129
118636,2024-10-22,136.0016
118636,2024-10-23,137.9596
118636,2024-10-24,136.5567
118636,2024-10-25,135.9952
118636,2024-10-28,137.4122
118636,2024-10-29,135.0129
118636,2024-10-30,131.7661
118636,2024-10-31,132.0712
118636,2024-11-01,132.805
118636,2024-11-04,131.6008
118636,2024-11-05,130.6343
118636,2024-11-06,129.3904
118636,2024-11-07,127.9926
118636,2024-11-08,129.0065
118636,2024-11-11,127.1274
118636,2024-11-12,126.6715
118636,2024-11-13,125.2447
118636,2024-11-14,123.0074
118636,2024-11-15,124.2426
118636,2024-11-18,123.4179
118636,2024-11-19,123.6476
118636,2024-11-20,121.3605
118636,2024-11-21,120.2315
118636,2024-11-22,121.2743
118636,2024-11-25,124.991
118636,2024-11-26,121.9769
118636,2024-11-27,121.6337
118636,2024-11-28,122.1868
118636,2024-11-29,121.2346
118636,2024-12-02,122.519
118636,2024-12-03,121.2937
118636,2024-12-04,121.5662
118636,2024-12-05,120.8532
118636,2024-12-06,122.67
118636,2024-12-09,121.7234
118636,2024-12-10,121.2581
118636,2024-12-11,122.6827
118636,2024-12-12,121.2183
118636,2024-12-13,121.3668
118636,2024-12-16,118.761
118636,2024-12-17,117.2581
118636,2024-12-18,117.8427
118636,2024-12-19,116.4888
118636,2024-12-20,115.7742
118636,2024-12-23,116.5056
118636,2024-12-24,115.7424
118636,2024-12-25,116.9316
118636,2024-12-26,117.2809
118636,2024-12-27,117.941
118636,2024-12-30,119.7445
118636,2024-12-31,120.252
118636,2025-01-01,122.5207
118636,2025-01-02,123.9095
118636,2025-01-03,123.1807
118636,2025-01-06,125.1415
118636,2025-01-07,125.5878
118636,2025-01-08,125.0432
118636,2025-01-09,125.511
118636,2025-01-10,127.2365
118636,2025-01-13,127.9821
118636,2025-01-14,130.8321
118636,2025-01-15,132.5903
118636,2025-01-16,133.4757
118636,2025-01-17,131.8857
118636,2025-01-20,131.654
118636,2025-01-21,131.8199
118636,2025-01-22,132.9745
118636,2025-01-23,134.0447
118636,2025-01-24,134.371
118636,2025-01-27,134.6189
118636,2025-01-28,135.8365
118636,2025-01-29,134.4914
118636,2025-01-30,137.2815
118636,2025-01-31,133.964
118636,2025-02-03,136.3572
118636,2025-02-04,136.3379
118636,2025-02-05,138.0327
118636,2025-02-06,138.6905
118636,2025-02-07,139.3219
118636,2025-02-10,140.3043
118636,2025-02-11,141.7226
118636,2025-02-12,141.22
118636,2025-02-13,143.0301
118636,2025-02-14,141.226
118636,2025-02-17,141.2734
118636,2025-02-18,142.7472
118636,2025-02-19,144.5087
118636,2025-02-20,145.3656
118636,2025-02-21,144.7375
118636,2025-02-24,146.3528
118636,2025-02-25,145.2358
118636,2025-02-26,148.3463
118636,2025-02-27,148.2549
118636,2025-02-28,145.5751
118636,2025-03-03,143.5464
118636,2025-03-04,143.679
118636,2025-03-05,143.9775
118636,2025-03-06,147.4381
118636,2025-03-07,145.6597
118636,2025-03-10,145.787
118636,2025-03-11,143.9919
118636,2025-03-12,143.1982
118636,2025-03-13,146.1492
118636,2025-03-14,144.2148
118636,2025-03-17,145.2884
118636,2025-03-18,146.0315
118636,2025-03-19,146.0476
118636,2025-03-20,147.0163
118636,2025-03-21,145.0286
118636,2025-03-24,147.9692
118636,2025-03-25,151.4462
118636,2025-03-26,151.5924
118636,2025-03-27,156.0609
118636,2025-03-28,155.3761
118636,2025-03-31,156.1849
118636,2025-04-01,158.931
118636,2025-04-02,158.1192
118636,2025-04-03,155.561
118636,2025-04-04,152.6146
118636,2025-04-07,156.4498
118636,2025-04-08,155.5192
118636,2025-04-09,155.2348
118636,2025-04-10,153.224
118636,2025-04-11,155.029
118636,2025-04-14,153.637
118636,2025-04-15,152.7928
118636,2025-04-16,153.403
118636,2025-04-17,151.5057
118636,2025-04-18,151.2416
118636,2025-04-21,153.847
118636,2025-04-22,154.6991
118636,2025-04-23,155.0034
118636,2025-04-24,155.465
118636,2025-04-25,154.8012
118636,2025-04-28,158.5712
118636,2025-04-29,157.0892
118636,2025-04-30,157.5497
118636,2025-05-01,157.8302
118636,2025-05-02,159.8039
118636,2025-05-05,161.9833
118636,2025-05-06,161.9858
118636,2025-05-07,162.6156
118636,2025-05-08,163.3218
118636,2025-05-09,158.934
118636,2025-05-12,155.9671
118636,2025-05-13,154.897
118636,2025-05-14,153.9151
118636,2025-05-15,151.7616
118636,2025-05-16,153.1874
118636,2025-05-19,153.2526
118636,2025-05-20,152.9191
118636,2025-05-21,150.6751
118636,2025-05-22,150.6549
118636,2025-05-23,145.9665
118636,2025-05-26,145.7394
118636,2025-05-27,145.9082
118636,2025-05-28,146.3901
118636,2025-05-29,143.7011
118636,2025-05-30,144.1462
118636,2025-06-02,142.4025
118636,2025-06-03,141.071
118636,2025-06-04,142.3428
118636,2025-06-05,145.8401
118636,2025-06-06,145.9883
118636,2025-06-09,144.6153
118636,2025-06-10,145.0005
118636,2025-06-11,146.6925
118636,2025-06-12,147.8443
118636,2025-06-13,152.7701
118636,2025-06-16,151.5198
118636,2025-06-17,152.039
118636,2025-06-18,154.9258
118636,2025-06-19,157.7507
118636,2025-06-20,154.1223
118636,2025-06-23,154.1777
118636,2025-06-24,156.9859
118636,2025-06-25,162.4942
118636,2025-06-26,163.9316
118636,2025-06-27,163.2735
118636,2025-06-30,161.3615
118636,2025-07-01,165.7223
118636,2025-07-02,167.2378
118636,2025-07-03,165.6027
118636,2025-07-04,165.2652
118636,2025-07-07,165.9465
118636,2025-07-08,167.0958
118636,2025-07-09,165.3588
118636,2025-07-10,164.2062
118636,2025-07-11,161.0148
118636,2025-07-14,163.0882
118636,2025-07-15,162.4849
118636,2025-07-16,163.4591
118636,2025-07-17,166.3143
118636,2025-07-18,166.8196
118636,2025-07-21,166.6602
118636,2025-07-22,167.1147
118636,2025-07-23,167.3082
118636,2025-07-24,169.8771
118636,2025-07-25,170.5787
118636,2025-07-28,169.5326
118636,2025-07-29,171.7321
118636,2025-07-30,174.3366
118636,2025-07-31,171.6065
118636,2025-08-01,174.8315
118636,2025-08-04,175.6666
118636,2025-08-05,176.334
118636,2025-08-06,178.5346
118636,2025-08-07,177.3913
118636,2025-08-08,179.4934
118636,2025-08-11,178.7536
118636,2025-08-12,175.6613
118636,2025-08-13,173.6284
118636,2025-08-14,174.8792
118636,2025-08-15,172.9651
118636,2025-08-18,176.3761
118636,2025-08-19,178.9638
118636,2025-08-20,181.899
118636,2025-08-21,182.2441
118636,2025-08-22,182.881
118636,2025-08-25,180.3344
118636,2025-08-26,182.5614
118636,2025-08-27,183.4666
118636,2025-08-28,184.789
118636,2025-08-29,188.6066
118636,2025-09-01,187.3106
118636,2025-09-02,187.102
118636,2025-09-03,187.9103
118636,2025-09-04,185.8761
118636,2025-09-05,185.532
118636,2025-09-08,186.7038
118636,2025-09-09,186.0493
118636,2025-09-10,189.0462
118636,2025-09-11,185.6942
118636,2025-09-12,188.2704
118636,2025-09-15,189.8395
118636,2025-09-16,188.6196
118636,2025-09-17,186.6027
118636,2025-09-18,182.0191
118636,2025-09-19,180.3551
118636,2025-09-22,182.6936
118636,2025-09-23,182.6437
118636,2025-09-24,185.2657
118636,2025-09-25,183.9617
118636,2025-09-26,185.5962
118636,2025-09-29,184.0725
118636,2025-09-30,182.0133
118636,2025-10-01,181.8521
118636,2025-10-02,180.4738
118636,2025-10-03,177.2047
118636,2025-10-06,176.8879
118636,2025-10-07,177.1846
118636,2025-10-08,179.9522
118636,2025-10-09,182.0472
118636,2025-10-10,184.785
118636,2025-10-13,186.4563
118636,2025-10-14,187.2751
118636,2025-10-15,184.5882
118636,2025-10-16,184.994
118636,2025-10-17,186.3928
118636,2025-10-20,189.7273
118636,2025-10-21,191.3656
118636,2025-10-22,194.2906
118636,2025-10-23,191.9622
118636,2025-10-24,191.2871
118636,2025-10-27,192.3492
118636,2025-10-28,195.1058
118636,2025-10-29,194.8438
118636,2025-10-30,194.729
118636,2025-10-31,196.4125
118636,2025-11-03,193.8375
118636,2025-11-04,197.6539
118636,2025-11-05,195.6478
118636,2025-11-06,191.2217
118636,2025-11-07,191.3212
118636,2025-11-10,195.2972
118636,2025-11-11,196.7497
118636,2025-11-12,198.6017
118636,2025-11-13,198.7798
118636,2025-11-14,198.4958
118636,2025-11-17,194.8953
118636,2025-11-18,189.6892
118636,2025-11-19,190.2118
118636,2025-11-20,193.2838
118636,2025-11-21,194.1593
118636,2025-11-24,195.6899
118636,2025-11-25,199.4872
118636,2025-11-26,200.354
118636,2025-11-27,200.1393
118636,2025-11-28,198.2535
118636,2025-12-01,203.1437
118636,2025-12-02,204.5086
118636,2025-12-03,202.2747
118636,2025-12-04,199.5128
118636,2025-12-05,202.5927
118636,2025-12-08,200.1516
118636,2025-12-09,204.6842
118636,2025-12-10,197.9956
118636,2025-12-11,201.4548
118636,2025-12-12,202.7125
118636,2025-12-15,203.082
118636,2025-12-16,202.7357
118636,2025-12-17,207.4166
118636,2025-12-18,209.2594
118636,2025-12-19,207.0751
118636,2025-12-22,202.8866
118636,2025-12-23,203.3994
118636,2025-12-24,203.4781
118636,2025-12-25,199.8484
118636,2025-12-26,199.7955
118636,2025-12-29,198.4994
118636,2025-12-30,198.6009
118636,2025-12-31,200.4104
118637,2022-01-03,94.6732
118637,2022-01-04,95.7436
118637,2022-01-05,94.953
118637,2022-01-06,95.4114
118637,2022-01-07,95.5218
118637,2022-01-10,94.033
118637,2022-01-11,94.52
118637,2022-01-12,96.6637
118637,2022-01-13,96.74
118637,2022-01-14,94.9281
118637,2022-01-17,95.0005
118637,2022-01-18,93.6549
118637,2022-01-19,94.6629
118637,2022-01-20,95.297
118637,2022-01-21,95.1397
118637,2022-01-24,94.7996
118637,2022-01-25,94.5961
118637,2022-01-26,94.6434
118637,2022-01-27,93.8042
118637,2022-01-28,92.2796
118637,2022-01-31,93.5774
118637,2022-02-01,93.1821
118637,2022-02-02,93.4061
118637,2022-02-03,93.7633
118637,2022-02-04,94.1631
118637,2022-02-07,92.8744
118637,2022-02-08,91.0438
118637,2022-02-09,90.4371
118637,2022-02-10,90.9027
118637,2022-02-11,90.145
118637,2022-02-14,89.7971
118637,2022-02-15,92.1253
118637,2022-02-16,90.1221
118637,2022-02-17,89.3416
118637,2022-02-18,91.4107
118637,2022-02-21,91.3983
118637,2022-02-22,90.6605
118637,2022-02-23,91.9683
118637,2022-02-24,92.0661
118637,2022-02-25,91.7181
118637,2022-02-28,91.9665
118637,2022-03-01,91.277
118637,2022-03-02,90.199
118637,2022-03-03,90.1122
118637,2022-03-04,89.055
118637,2022-03-07,89.102
118637,2022-03-08,89.5166
118637,2022-03-09,90.4688
118637,2022-03-10,91.7295
118637,2022-03-11,91.3195
118637,2022-03-14,91.9033
118637,2022-03-15,92.4833
118637,2022-03-16,92.8841
118637,2022-03-17,92.3868
118637,2022-03-18,91.284
118637,2022-03-21,91.8704
118637,2022-03-22,90.0255
118637,2022-03-23,89.7721
118637,2022-03-24,87.0571
118637,2022-03-25,85.6958
118637,2022-03-28,84.8281
118637,2022-03-29,85.9784
118637,2022-03-30,86.7227
118637,2022-03-31,86.181
118637,2022-04-01,86.9697
118637,2022-04-04,87.9309
118637,2022-04-05,87.7965
118637,2022-04-06,86.3731
118637,2022-04-07,86.1922
118637,2022-04-08,86.1254
118637,2022-04-11,84.8861
118637,2022-04-12,85.2939
118637,2022-04-13,85.6144
118637,2022-04-14,86.1059
118637,2022-04-15,86.4286
118637,2022-04-18,87.2201
118637,2022-04-19,87.0673
118637,2022-04-20,87.3129
118637,2022-04-21,86.9311
118637,2022-04-22,86.3562
118637,2022-04-25,87.7775
118637,2022-04-26,85.6598
118637,2022-04-27,86.5953
118637,2022-04-28,85.9852
118637,2022-04-29,85.2456
118637,2022-05-02,85.5473
118637,2022-05-03,84.0524
118637,2022-05-04,83.2629
118637,2022-05-05,82.4478
118637,2022-05-06,82.2617
118637,2022-05-09,81.5008
118637,2022-05-10,83.0993
118637,2022-05-11,84.9246
118637,2022-05-12,82.8979
118637,2022-05-13,83.4726
118637,2022-05-16,84.366
118637,2022-05-17,84.9495
118637,2022-05-18,84.3126
118637,2022-05-19,84.0994
118637,2022-05-20,83.3779
118637,2022-05-23,82.9907
118637,2022-05-24,81.8189
118637,2022-05-25,81.739
118637,2022-05-26,80.2976
118637,2022-05-27,80.1369
118637,2022-05-30,78.9682
118637,2022-05-31,79.1958
118637,2022-06-01,78.5818
118637,2022-06-02,78.8872
118637,2022-06-03,79.9427
118637,2022-06-06,81.4994
118637,2022-06-07,79.0597
118637,2022-06-08,78.2999
118637,2022-06-09,78.0464
118637,2022-06-10,78.5088
118637,2022-06-13,76.9853
118637,2022-06-14,76.1089
118637,2022-06-15,76.2584
118637,2022-06-16,76.3665
118637,2022-06-17,76.7431
118637,2022-06-20,77.1824
118637,2022-06-21,77.5269
118637,2022-06-22,77.7381
118637,2022-06-23,77.8212
118637,2022-06-24,78.4731
118637,2022-06-27,76.3958
118637,2022-06-28,77.8421
118637,2022-06-29,75.814
118637,2022-06-30,74.8625
118637,2022-07-01,74.6888
118637,2022-07-04,75.3215
118637,2022-07-05,72.6443
118637,2022-07-06,72.6489
118637,2022-07-07,73.3687
118637,2022-07-08,74.2737
118637,2022-07-11,73.6819
118637,2022-07-12,73.4453
118637,2022-07-13,72.9317
118637,2022-07-14,72.6172
118637,2022-07-15,71.7471
118637,2022-07-18,71.0102
118637,2022-07-19,71.4087
118637,2022-07-20,71.5501
118637,2022-07-21,72.0008
118637,2022-07-22,72.2145
118637,2022-07-25,72.8537
118637,2022-07-26,73.6506
118637,2022-07-27,72.1408
118637,2022-07-28,71.43
118637,2022-07-29,71.2603
118637,2022-08-01,71.2694
118637,2022-08-02,70.7248
118637,2022-08-03,71.5272
118637,2022-08-04,73.2552
118637,2022-08-05,73.4482
118637,2022-08-08,73.5519
118637,2022-08-09,74.331
118637,2022-08-10,72.6965
118637,2022-08-11,72.7504
118637,2022-08-12,73.6342
118637,2022-08-15,73.0954
118637,2022-08-16,72.0487
118637,2022-08-17,71.9169
118637,2022-08-18,71.8933
118637,2022-08-19,71.1382
118637,2022-08-22,72.956
118637,2022-08-23,72.5661
118637,2022-08-24,71.5905
118637,2022-08-25,71.5387
118637,2022-08-26,72.3467
118637,2022-08-29,72.3908
118637,2022-08-30,72.8416
118637,2022-08-31,72.1089
118637,2022-09-01,73.4251
118637,2022-09-02,73.9494
118637,2022-09-05,74.9087
118637,2022-09-06,75.2669
118637,2022-09-07,76.042
118637,2022-09-08,75.2758
118637,2022-09-09,74.862
118637,2022-09-12,76.1015
118637,2022-09-13,77.5564
118637,2022-09-14,76.5198
118637,2022-09-15,76.7798
118637,2022-09-16,76.4134
118637,2022-09-19,75.8048
118637,2022-09-20,76.0943
118637,2022-09-21,77.1665
118637,2022-09-22,77.6157
118637,2022-09-23,77.3491
118637,2022-09-26,77.8579
118637,2022-09-27,77.5528
118637,2022-09-28,77.9673
118637,2022-09-29,79.305
118637,2022-09-30,77.36
118637,2022-10-03,78.1311
118637,2022-10-04,76.7193
118637,2022-10-05,77.8809
118637,2022-10-06,77.3167
118637,2022-10-07,76.2178
118637,2022-10-10,76.8842
118637,2022-10-11,77.251
118637,2022-10-12,76.3556
118637,2022-10-13,75.2381
118637,2022-10-14,75.0989
118637,2022-10-17,74.0438
118637,2022-10-18,73.1303
118637,2022-10-19,73.261
118637,2022-10-20,72.4412
118637,2022-10-21,72.841
118637,2022-10-24,74.1726
118637,2022-10-25,74.0701
118637,2022-10-26,74.2154
118637,2022-10-27,76.0423
118637,2022-10-28,74.9891
118637,2022-10-31,76.091
118637,2022-11-01,77.0992
118637,2022-11-02,77.9205
118637,2022-11-03,79.1595
118637,2022-11-04,79.4577
118637,2022-11-07,78.9337
118637,2022-11-08,80.002
118637,2022-11-09,81.1216
118637,2022-11-10,82.23
118637,2022-11-11,82.3068
118637,2022-11-14,81.6323
118637,2022-11-15,81.8525
118637,2022-11-16,82.8107
118637,2022-11-17,83.8617
118637,2022-11-18,83.4629
118637,2022-11-21,83.8121
118637,2022-11-22,82.5294
118637,2022-11-23,83.5378
118637,2022-11-24,82.786
118637,2022-11-25,83.5992
118637,2022-11-28,82.4797
118637,2022-11-29,83.5335
118637,2022-11-30,83.8895
118637,2022-12-01,83.1365
118637,2022-12-02,83.8595
118637,2022-12-05,83.299
118637,2022-12-06,84.0815
118637,2022-12-07,83.8386
118637,2022-12-08,82.1406
118637,2022-12-09,81.2051
118637,2022-12-12,80.8182
118637,2022-12-13,82.1774
118637,2022-12-14,83.0989
118637,2022-12-15,84.7515
118637,2022-12-16,86.4671
118637,2022-12-19,85.9469
118637,2022-12-20,85.7869
118637,2022-12-21,85.3978
118637,2022-12-22,84.7438
118637,2022-12-23,82.905
118637,2022-12-26,82.9235
118637,2022-12-27,81.6774
118637,2022-12-28,81.6766
118637,2022-12-29,83.783
118637,2022-12-30,83.3044
118637,2023-01-02,83.5324
118637,2023-01-03,84.4747
118637,2023-01-04,84.7926
118637,2023-01-05,85.1241
118637,2023-01-06,84.788
118637,2023-01-09,84.586
118637,2023-01-10,83.6454
118637,2023-01-11,84.528
118637,2023-01-12,82.7954
118637,2023-01-13,83.7933
118637,2023-01-16,82.4154
118637,2023-01-17,83.4004
118637,2023-01-18,83.0796
118637,2023-01-19,81.8847
118637,2023-01-20,82.4867
118637,2023-01-23,83.439
118637,2023-01-24,83.0338
118637,2023-01-25,83.785
118637,2023-01-26,81.5211
118637,2023-01-27,80.2618
118637,2023-01-30,81.5387
118637,2023-01-31,81.3524
118637,2023-02-01,79.567
118637,2023-02-02,78.9316
118637,2023-02-03,78.0885
118637,2023-02-06,77.9642
118637,2023-02-07,77.6486
118637,2023-02-08,77.8463
118637,2023-02-09,77.8126
118637,2023-02-10,79.1134
118637,2023-02-13,79.5481
118637,2023-02-14,80.0168
118637,2023-02-15,81.1676
118637,2023-02-16,80.8214
118637,2023-02-17,79.6299
118637,2023-02-20,80.815
118637,2023-02-21,80.9791
118637,2023-02-22,81.1469
118637,2023-02-23,80.5627
118637,2023-02-24,79.9985
118637,2023-02-27,80.8434
118637,2023-02-28,81.8309
118637,2023-03-01,82.7152
118637,2023-03-02,83.6181
118637,2023-03-03,84.3061
118637,2023-03-06,84.5572
118637,2023-03-07,84.4976
118637,2023-03-08,85.8432
118637,2023-03-09,85.5784
118637,2023-03-10,86.0781
118637,2023-03-13,85.3681
118637,2023-03-14,84.8122
118637,2023-03-15,84.6906
118637,2023-03-16,83.9922
118637,2023-03-17,84.9139
118637,2023-03-20,83.6592
118637,2023-03-21,83.8759
118637,2023-03-22,84.1267
118637,2023-03-23,82.4165
118637,2023-03-24,82.0957
118637,2023-03-27,82.4625
118637,2023-03-28,83.0022
118637,2023-03-29,82.9149
118637,2023-03-30,83.7045
118637,2023-03-31,83.7119
118637,2023-04-03,83.8428
118637,2023-04-04,84.2134
118637,2023-04-05,85.2681
118637,2023-04-06,84.696
118637,2023-04-07,84.3198
118637,2023-04-10,83.761
118637,2023-04-11,83.5444
118637,2023-04-12,85.0912
118637,2023-04-13,85.7952
118637,2023-04-14,84.7508
118637,2023-04-17,84.2588
118637,2023-04-18,84.7536
118637,2023-04-19,83.9503
118637,2023-04-20,83.3371
118637,2023-04-21,84.7988
118637,2023-04-24,84.2934
118637,2023-04-25,85.3771
118637,2023-04-26,86.7827
118637,2023-04-27,86.1404
118637,2023-04-28,85.341
118637,2023-05-01,85.1777
118637,2023-05-02,84.1843
118637,2023-05-03,84.4244
118637,2023-05-04,84.3342
118637,2023-05-05,84.8172
118637,2023-05-08,86.3578
118637,2023-05-09,87.3258
118637,2023-05-10,87.9608
118637,2023-05-11,86.0087
118637,2023-05-12,86.5867
118637,2023-05-15,88.4978
118637,2023-05-16,85.4246
118637,2023-05-17,86.2509
118637,2023-05-18,86.2067
118637,2023-05-19,85.4483
118637,2023-05-22,86.3894
118637,2023-05-23,88.2827
118637,2023-05-24,89.2276
118637,2023-05-25,88.9551
118637,2023-05-26,88.0725
118637,2023-05-29,88.3486
118637,2023-05-30,89.3981
118637,2023-05-31,89.108
118637,2023-06-01,88.9222
118637,2023-06-02,92.058
118637,2023-06-05,93.3785
118637,2023-06-06,94.798
118637,2023-06-07,93.2695
118637,2023-06-08,92.6086
118637,2023-06-09,92.8212
118637,2023-06-12,91.836
