investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV008324,2024-07-13,119085,SIP,469872,Punjab,Amritsar,B30,56+,Male,135.8,UPI,Verified
INV002285,2023-01-12,118990,Lumpsum,326803,Rajasthan,Jaipur,B30,56+,Male,104.4,UPI,Verified
INV002748,2023-07-15,120190,Lumpsum,370706,Bihar,Patna,B30,36-45,Female,55.2,Mandate,Pending
INV007036,2023-08-16,119552,SIP,369149,Karnataka,Bangalore,T30,18-25,Male,75.6,Mandate,Pending
INV009983,2022-03-18,119271,SIP,92694,Gujarat,Ahmedabad,T30,18-25,Male,127.0,UPI,Verified
INV003838,2024-11-01,119552,SIP,479555,Karnataka,Bangalore,T30,56+,Male,85.0,Net Banking,Verified
INV007122,2023-08-26,120190,SIP,40820,UP,Lucknow,B30,56+,Male,67.7,Cheque,Verified
INV001013,2025-07-17,125498,SIP,106650,Telangana,Hyderabad,T30,18-25,Female,14.5,Cheque,Verified
INV001267,2023-08-06,148568,Redemption,474882,West Bengal,Kolkata,B30,56+,Male,17.1,UPI,Verified
INV005573,2025-02-16,148923,SIP,110076,Karnataka,Bangalore,T30,26-35,Female,42.3,UPI,Pending
INV005417,2022-11-03,118989,SIP,485497,Delhi,Delhi,T30,46-55,Female,38.8,UPI,Verified
INV003621,2024-03-17,118457,Lumpsum,455055,Delhi,Delhi,T30,26-35,Female,120.2,UPI,Verified
INV004084,2022-02-07,120465,Lumpsum,246104,Kerala,Kochi,T30,26-35,Female,118.2,UPI,Pending
INV002584,2024-03-15,148568,SIP,14303,Odisha,Bhubaneswar,B30,56+,Male,93.7,Cheque,Pending
INV005027,2024-04-14,118636,Lumpsum,433427,Punjab,Amritsar,B30,18-25,Female,60.3,Mandate,Pending
INV008328,2024-02-17,118989,SIP,113455,Telangana,Hyderabad,T30,26-35,Female,102.4,Cheque,Verified
INV004017,2022-06-18,125123,SIP,453560,Maharashtra,Mumbai,T30,46-55,Female,77.2,UPI,Verified
INV005004,2025-02-02,125123,SIP,183477,Gujarat,Ahmedabad,T30,26-35,Male,141.1,Cheque,Verified
INV002012,2024-07-28,120190,Redemption,116753,Tamil Nadu,Chennai,T30,56+,Male,130.5,Cheque,Verified
INV007063,2024-01-31,119272,SIP,474897,Karnataka,Bangalore,T30,26-35,Female,45.3,Cheque,Verified
INV009433,2023-08-07,120841,SIP,445878,Rajasthan,Jaipur,B30,18-25,Male,62.1,Cheque,Verified
INV002212,2024-02-18,120466,SIP,30029,Punjab,Amritsar,B30,46-55,Female,84.8,Cheque,Pending
INV006352,2025-01-06,119093,Redemption,207569,West Bengal,Kolkata,B30,26-35,Male,85.9,Net Banking,Verified
INV007444,2022-06-01,118636,SIP,286845,UP,Lucknow,B30,18-25,Male,101.5,Cheque,Verified
INV009747,2025-09-28,120503,Lumpsum,19110,UP,Lucknow,B30,18-25,Male,7.8,Mandate,Pending
INV006459,2024-02-16,118457,SIP,72151,Kerala,Kochi,T30,46-55,Female,48.5,UPI,Pending
INV008469,2025-04-10,119093,SIP,282098,Kerala,Kochi,T30,18-25,Female,97.7,UPI,Verified
INV003591,2025-08-10,119085,SIP,416656,Maharashtra,Mumbai,T30,26-35,Male,54.7,Net Banking,Pending
INV005881,2023-05-08,120466,SIP,254820,Gujarat,Ahmedabad,T30,46-55,Male,35.6,Cheque,Verified
INV008211,2023-12-25,119084,Redemption,252423,Karnataka,Bangalore,T30,56+,Female,144.8,Cheque,Verified
INV002201,2022-02-05,125123,SIP,24102,Karnataka,Bangalore,T30,18-25,Female,114.2,Cheque,Verified
INV007279,2025-05-15,148924,SIP,450424,Odisha,Bhubaneswar,B30,36-45,Female,17.4,UPI,Verified
INV005197,2023-10-30,120841,Lumpsum,368045,Bihar,Patna,B30,26-35,Male,5.9,Mandate,Verified
INV008195,2023-01-11,120465,SIP,429170,Karnataka,Bangalore,T30,46-55,Male,112.0,Mandate,Verified
INV009203,2023-10-02,148924,SIP,255765,Delhi,Delhi,T30,46-55,Male,105.4,UPI,Verified
INV009603,2024-08-18,118637,Redemption,175458,Haryana,Faridabad,B30,46-55,Female,114.3,Cheque,Pending
INV008037,2023-10-28,119085,Redemption,201773,Karnataka,Bangalore,T30,46-55,Female,35.0,Cheque,Verified
INV004660,2024-10-20,119093,Redemption,412792,Maharashtra,Mumbai,T30,36-45,Male,35.0,Mandate,Verified
INV004859,2023-02-10,119599,SIP,382101,Punjab,Amritsar,B30,36-45,Male,80.6,Mandate,Verified
INV004640,2023-08-27,119272,SIP,364001,Rajasthan,Jaipur,B30,36-45,Female,52.8,UPI,Verified
INV007890,2024-05-15,119093,Lumpsum,316895,Kerala,Kochi,T30,56+,Female,40.9,Net Banking,Verified
INV006513,2022-01-19,148924,SIP,306015,Telangana,Hyderabad,T30,56+,Male,46.6,Cheque,Pending
INV001861,2025-10-20,125124,Redemption,478674,Bihar,Patna,B30,56+,Male,144.4,UPI,Verified
INV006511,2022-12-16,125124,SIP,93684,Kerala,Kochi,T30,46-55,Male,130.6,UPI,Verified
INV009925,2023-03-16,119271,Lumpsum,495007,Punjab,Amritsar,B30,18-25,Female,67.4,Net Banking,Verified
INV009666,2023-06-29,125355,SIP,305127,Delhi,Delhi,T30,18-25,Female,42.2,Cheque,Pending
INV007071,2024-08-11,120503,SIP,172876,Tamil Nadu,Chennai,T30,46-55,Female,76.0,Net Banking,Verified
INV007840,2025-12-26,118989,SIP,484191,Tamil Nadu,Chennai,T30,26-35,Male,133.3,Mandate,Verified
INV008390,2023-11-03,119598,SIP,240216,Kerala,Kochi,T30,18-25,Female,109.3,Mandate,Verified
INV001716,2023-02-03,118637,SIP,376398,Bihar,Patna,B30,36-45,Female,3.9,UPI,Verified
INV006381,2025-08-13,120190,SIP,478250,MP,Bhopal,B30,56+,Female,44.9,Cheque,Verified
INV006264,2024-04-09,119084,SIP,422124,MP,Bhopal,B30,26-35,Male,39.0,UPI,Verified
INV006039,2022-04-04,148924,SIP,310385,Kerala,Kochi,T30,56+,Female,112.9,Mandate,Verified
INV001179,2025-03-20,148924,SIP,467373,Telangana,Hyderabad,T30,18-25,Male,82.9,Mandate,Verified
INV008221,2024-07-26,125124,Lumpsum,212984,MP,Bhopal,B30,26-35,Male,144.8,Cheque,Verified
INV005578,2025-08-19,120466,SIP,159704,MP,Bhopal,B30,18-25,Female,50.6,UPI,Verified
INV006099,2023-07-07,118637,SIP,402409,Rajasthan,Jaipur,B30,56+,Female,12.1,UPI,Verified
INV006885,2023-11-27,119084,Redemption,388826,UP,Lucknow,B30,36-45,Female,136.1,Mandate,Pending
INV002864,2022-02-15,120841,SIP,439540,Rajasthan,Jaipur,B30,46-55,Male,128.4,Net Banking,Verified
INV001101,2024-08-12,119085,Redemption,360042,Maharashtra,Mumbai,T30,56+,Male,47.3,UPI,Verified
INV001170,2022-12-25,148567,SIP,460659,Kerala,Kochi,T30,46-55,Female,119.5,Cheque,Verified
INV003762,2023-05-24,148568,SIP,154408,West Bengal,Kolkata,B30,56+,Male,69.8,Cheque,Pending
INV007987,2024-01-24,120842,Redemption,175814,Odisha,Bhubaneswar,B30,18-25,Female,49.6,UPI,Verified
INV008381,2025-10-30,148923,Redemption,102905,West Bengal,Kolkata,B30,26-35,Female,84.7,UPI,Verified
INV007852,2022-06-12,120678,Lumpsum,92850,Maharashtra,Mumbai,T30,18-25,Male,76.1,UPI,Verified
INV003034,2023-07-17,120503,SIP,279548,Gujarat,Ahmedabad,T30,46-55,Male,20.3,Net Banking,Verified
INV006493,2025-11-12,119271,SIP,179341,Rajasthan,Jaipur,B30,56+,Female,63.1,Mandate,Pending
INV003002,2022-03-07,119085,Lumpsum,83799,Tamil Nadu,Chennai,T30,36-45,Female,127.2,UPI,Verified
INV008688,2025-06-01,119599,Lumpsum,201049,West Bengal,Kolkata,B30,46-55,Female,125.1,Net Banking,Pending
INV004456,2022-05-29,120679,Lumpsum,180353,Punjab,Amritsar,B30,36-45,Female,124.7,Net Banking,Verified
INV006993,2023-07-23,148924,Redemption,61501,Tamil Nadu,Chennai,T30,46-55,Female,71.3,Cheque,Verified
INV006566,2024-08-06,118633,Redemption,414239,UP,Lucknow,B30,18-25,Female,20.2,Net Banking,Verified
INV007173,2023-08-01,125354,SIP,482717,Bihar,Patna,B30,36-45,Male,99.5,Net Banking,Verified
INV001176,2023-12-29,120190,SIP,211136,Delhi,Delhi,T30,56+,Female,118.6,Net Banking,Verified
INV007255,2023-07-15,125497,Lumpsum,388674,West Bengal,Kolkata,B30,36-45,Male,15.1,UPI,Verified
INV008696,2024-10-21,118632,SIP,206673,Delhi,Delhi,T30,46-55,Male,100.2,Net Banking,Pending
INV006617,2025-09-15,118989,SIP,88277,Bihar,Patna,B30,46-55,Male,38.2,Mandate,Verified
INV001610,2022-11-03,120465,Redemption,245106,Punjab,Amritsar,B30,56+,Male,141.5,Cheque,Verified
INV005960,2024-12-20,120841,Lumpsum,177813,Telangana,Hyderabad,T30,36-45,Female,16.0,Net Banking,Verified
INV003041,2024-08-13,148567,SIP,198670,Bihar,Patna,B30,18-25,Male,112.5,Cheque,Verified
INV007071,2023-02-07,118989,Redemption,480157,Maharashtra,Mumbai,T30,46-55,Female,6.5,Cheque,Verified
INV002443,2025-10-29,119776,SIP,440642,UP,Lucknow,B30,46-55,Female,74.5,Mandate,Verified
INV008207,2023-02-17,125124,Lumpsum,462520,MP,Bhopal,B30,18-25,Male,129.9,Net Banking,Pending
INV005578,2022-03-25,125498,SIP,476567,UP,Lucknow,B30,56+,Male,34.2,Net Banking,Verified
INV004374,2022-05-20,119092,SIP,18527,Gujarat,Ahmedabad,T30,18-25,Female,23.6,Cheque,Verified
INV005303,2024-01-13,119271,Lumpsum,333888,Rajasthan,Jaipur,B30,36-45,Female,142.5,Net Banking,Verified
INV006489,2022-02-24,119598,SIP,391293,Telangana,Hyderabad,T30,56+,Male,56.6,Cheque,Pending
INV005376,2025-04-12,120841,SIP,116400,Maharashtra,Mumbai,T30,36-45,Male,125.6,Cheque,Verified
INV007811,2023-01-10,118633,SIP,398746,West Bengal,Kolkata,B30,36-45,Female,105.5,Mandate,Pending
INV004126,2023-08-01,119598,Lumpsum,401014,Rajasthan,Jaipur,B30,46-55,Male,125.3,Net Banking,Pending
INV005251,2024-08-16,120189,SIP,377087,West Bengal,Kolkata,B30,18-25,Male,120.0,Net Banking,Verified
INV004260,2022-07-10,119775,SIP,97134,Haryana,Faridabad,B30,56+,Male,93.2,Net Banking,Verified
INV008321,2024-07-02,118632,SIP,38522,Kerala,Kochi,T30,26-35,Female,12.6,Cheque,Verified
INV004649,2023-10-19,119092,SIP,127413,MP,Bhopal,B30,46-55,Female,31.8,Mandate,Verified
INV001990,2025-11-03,119775,Lumpsum,36374,West Bengal,Kolkata,B30,56+,Female,30.5,UPI,Verified
INV009707,2022-05-04,118637,SIP,309648,Telangana,Hyderabad,T30,26-35,Male,92.3,Mandate,Pending
INV002719,2024-10-06,118636,SIP,101471,Haryana,Faridabad,B30,36-45,Male,12.4,Mandate,Verified
INV009648,2025-06-28,148923,Lumpsum,96636,Karnataka,Bangalore,T30,26-35,Male,56.5,Cheque,Verified
INV004421,2022-08-17,120503,SIP,314385,Haryana,Faridabad,B30,26-35,Male,34.1,Net Banking,Verified
INV006882,2023-05-16,119084,SIP,242957,Tamil Nadu,Chennai,T30,26-35,Female,80.2,Net Banking,Verified
INV004441,2023-04-27,119776,SIP,150600,Telangana,Hyderabad,T30,26-35,Female,36.9,Cheque,Pending
INV005039,2023-10-31,120465,SIP,475088,Tamil Nadu,Chennai,T30,26-35,Male,91.6,Mandate,Pending
INV002218,2023-03-08,125497,SIP,45426,Rajasthan,Jaipur,B30,56+,Female,59.5,Mandate,Verified
INV004583,2023-07-27,125498,Redemption,139279,Kerala,Kochi,T30,46-55,Male,54.6,Net Banking,Pending
INV008311,2024-05-05,125355,Redemption,100811,Kerala,Kochi,T30,56+,Female,137.7,Mandate,Verified
INV001691,2022-07-03,119599,SIP,493009,MP,Bhopal,B30,18-25,Male,116.9,Mandate,Verified
INV004432,2022-04-26,119552,SIP,195672,Karnataka,Bangalore,T30,18-25,Female,5.3,UPI,Verified
INV001793,2023-10-03,125497,SIP,18990,MP,Bhopal,B30,36-45,Male,102.3,UPI,Verified
INV002956,2023-08-10,120504,Redemption,467002,Kerala,Kochi,T30,18-25,Female,74.2,UPI,Verified
INV008762,2022-11-11,119093,SIP,392828,Punjab,Amritsar,B30,56+,Male,136.2,UPI,Verified
INV002373,2022-12-24,119092,SIP,286677,Gujarat,Ahmedabad,T30,18-25,Female,100.3,Mandate,Pending
INV009659,2023-03-31,125355,SIP,216585,Punjab,Amritsar,B30,46-55,Female,16.3,Mandate,Pending
INV007584,2025-06-15,118632,Redemption,489786,Haryana,Faridabad,B30,56+,Female,113.2,Mandate,Verified
INV001024,2022-02-05,148923,SIP,197086,Haryana,Faridabad,B30,46-55,Male,138.2,Mandate,Verified
INV009599,2023-03-07,120465,SIP,118075,Bihar,Patna,B30,56+,Female,111.2,Mandate,Verified
INV006147,2023-11-20,118989,SIP,318963,Kerala,Kochi,T30,56+,Male,62.8,Mandate,Verified
INV004660,2023-06-21,120504,Redemption,360386,UP,Lucknow,B30,18-25,Female,83.9,Mandate,Verified
INV006113,2023-10-17,118456,SIP,216394,Rajasthan,Jaipur,B30,56+,Male,96.1,UPI,Pending
INV007996,2024-03-30,120679,SIP,344749,Punjab,Amritsar,B30,36-45,Male,89.7,Mandate,Verified
INV006448,2022-01-01,119092,SIP,230324,Bihar,Patna,B30,46-55,Male,86.2,UPI,Verified
INV008862,2024-12-26,120466,Lumpsum,329662,Rajasthan,Jaipur,B30,46-55,Male,20.0,Cheque,Pending
INV001788,2025-02-13,118636,SIP,499964,MP,Bhopal,B30,36-45,Female,118.4,Cheque,Verified
INV001607,2025-09-15,120189,SIP,411805,UP,Lucknow,B30,56+,Female,13.1,Mandate,Verified
INV005172,2025-03-30,119598,Lumpsum,334140,Haryana,Faridabad,B30,18-25,Female,143.9,UPI,Verified
INV004760,2023-05-22,119271,Lumpsum,238437,Rajasthan,Jaipur,B30,18-25,Female,53.5,Net Banking,Verified
INV008247,2022-01-24,120190,SIP,211737,Karnataka,Bangalore,T30,18-25,Female,113.5,Cheque,Verified
INV008276,2023-05-18,118989,SIP,435506,Maharashtra,Mumbai,T30,36-45,Male,102.2,Net Banking,Verified
INV009164,2025-06-17,148923,Lumpsum,411100,Kerala,Kochi,T30,36-45,Male,78.9,Mandate,Pending
INV007967,2023-03-25,118632,SIP,37432,Tamil Nadu,Chennai,T30,46-55,Female,73.0,Net Banking,Verified
INV001774,2024-01-19,119599,SIP,113144,Bihar,Patna,B30,56+,Female,133.3,Cheque,Pending
INV007433,2024-08-02,118989,SIP,149790,Maharashtra,Mumbai,T30,36-45,Female,105.5,Net Banking,Pending
INV007660,2024-11-02,119271,Lumpsum,300633,Punjab,Amritsar,B30,36-45,Female,75.3,UPI,Verified
INV002370,2025-03-15,118456,Lumpsum,379545,UP,Lucknow,B30,46-55,Male,89.3,UPI,Verified
INV003264,2024-02-05,125355,Lumpsum,113278,Gujarat,Ahmedabad,T30,26-35,Male,119.0,Net Banking,Pending
INV008868,2022-05-04,120189,Redemption,208721,Bihar,Patna,B30,56+,Female,75.3,Mandate,Verified
INV006204,2022-12-04,118636,SIP,388551,Odisha,Bhubaneswar,B30,18-25,Male,77.1,UPI,Verified
INV001194,2024-06-06,120841,Redemption,245965,Tamil Nadu,Chennai,T30,56+,Male,113.8,Mandate,Verified
INV005721,2025-01-24,125355,Redemption,108311,UP,Lucknow,B30,46-55,Male,4.8,Mandate,Verified
INV007570,2023-04-21,119552,SIP,88521,Odisha,Bhubaneswar,B30,26-35,Female,136.2,Mandate,Verified
INV004952,2024-10-27,118632,SIP,469809,UP,Lucknow,B30,56+,Female,14.2,Cheque,Verified
INV002740,2022-02-20,148567,SIP,392472,West Bengal,Kolkata,B30,26-35,Male,127.4,UPI,Verified
INV001051,2024-12-12,120503,SIP,87267,Haryana,Faridabad,B30,46-55,Female,25.6,Net Banking,Verified
INV008252,2022-11-23,118456,SIP,99555,Bihar,Patna,B30,36-45,Male,67.5,Mandate,Pending
INV004437,2025-07-07,125497,SIP,395226,MP,Bhopal,B30,36-45,Female,58.7,Mandate,Verified
INV008429,2024-07-11,119271,Redemption,116137,Karnataka,Bangalore,T30,46-55,Female,142.1,Mandate,Pending
INV009691,2025-03-07,120842,SIP,466782,Bihar,Patna,B30,56+,Male,69.2,Mandate,Verified
INV001041,2024-12-02,118457,Redemption,414020,Haryana,Faridabad,B30,26-35,Male,34.8,Net Banking,Verified
INV004588,2022-01-28,119775,SIP,45206,Odisha,Bhubaneswar,B30,46-55,Male,84.5,Net Banking,Verified
INV007951,2022-06-18,125124,SIP,188665,Maharashtra,Mumbai,T30,26-35,Male,83.1,UPI,Verified
INV005439,2022-04-01,118457,Redemption,236020,Telangana,Hyderabad,T30,18-25,Male,4.0,UPI,Pending
INV001924,2024-05-19,119551,Redemption,70159,Punjab,Amritsar,B30,46-55,Male,52.1,Net Banking,Verified
INV004884,2022-11-12,118989,SIP,115990,Delhi,Delhi,T30,46-55,Female,21.1,Net Banking,Verified
INV004883,2025-08-28,148923,SIP,396918,West Bengal,Kolkata,B30,56+,Female,11.7,Cheque,Verified
INV009622,2022-08-02,125123,SIP,58085,Telangana,Hyderabad,T30,56+,Female,44.0,Cheque,Verified
INV009109,2023-08-19,125123,Lumpsum,380619,Maharashtra,Mumbai,T30,56+,Male,97.3,Net Banking,Verified
INV005811,2023-12-17,119775,Lumpsum,355376,MP,Bhopal,B30,36-45,Male,135.1,Net Banking,Pending
INV005795,2023-05-15,119093,SIP,263251,Kerala,Kochi,T30,18-25,Female,74.7,Mandate,Verified
INV003468,2024-11-19,120189,Lumpsum,144954,Maharashtra,Mumbai,T30,56+,Female,64.1,Mandate,Verified
INV002625,2025-12-13,120190,SIP,50476,Maharashtra,Mumbai,T30,46-55,Male,95.9,Net Banking,Verified
INV003194,2024-01-22,119599,SIP,77503,Haryana,Faridabad,B30,26-35,Female,87.9,UPI,Verified
INV008510,2023-04-25,125355,SIP,389596,Kerala,Kochi,T30,36-45,Female,48.0,Cheque,Pending
INV001542,2025-10-16,120678,Lumpsum,185964,Telangana,Hyderabad,T30,36-45,Male,101.5,Net Banking,Verified
INV005007,2023-04-15,118636,Redemption,173736,UP,Lucknow,B30,18-25,Male,97.3,UPI,Verified
INV008977,2023-07-05,120465,SIP,311397,Telangana,Hyderabad,T30,56+,Female,114.3,Mandate,Verified
INV002614,2024-09-14,119272,SIP,192337,Rajasthan,Jaipur,B30,56+,Male,79.6,Cheque,Verified
INV001422,2024-08-28,125354,SIP,78025,MP,Bhopal,B30,46-55,Male,20.7,Mandate,Verified
INV006409,2022-01-23,120189,SIP,363310,MP,Bhopal,B30,18-25,Female,7.5,Cheque,Verified
INV008637,2025-10-30,125124,Redemption,407671,Kerala,Kochi,T30,56+,Female,16.5,Net Banking,Verified
INV003028,2022-12-15,120678,SIP,242430,Bihar,Patna,B30,26-35,Male,123.4,Cheque,Verified
INV003154,2024-05-14,148567,SIP,25512,MP,Bhopal,B30,26-35,Male,95.8,Net Banking,Verified
INV008091,2022-01-25,118636,SIP,394451,Punjab,Amritsar,B30,56+,Female,30.0,Mandate,Verified
INV009020,2022-02-06,119599,SIP,457391,Gujarat,Ahmedabad,T30,26-35,Male,73.4,Net Banking,Verified
INV002726,2025-10-24,120190,Lumpsum,90225,Tamil Nadu,Chennai,T30,46-55,Female,19.4,UPI,Pending
INV007744,2022-08-01,118632,SIP,488725,Tamil Nadu,Chennai,T30,56+,Female,22.4,UPI,Verified
INV006031,2022-01-05,148923,Redemption,461450,Tamil Nadu,Chennai,T30,26-35,Male,62.7,UPI,Verified
INV002096,2023-01-30,125124,Redemption,11459,UP,Lucknow,B30,26-35,Male,32.8,Mandate,Verified
INV003026,2024-02-16,119085,SIP,380027,West Bengal,Kolkata,B30,46-55,Male,110.5,Cheque,Verified
INV004706,2024-11-15,119775,SIP,406625,Karnataka,Bangalore,T30,56+,Female,17.3,Net Banking,Verified
INV007626,2022-05-19,125123,Redemption,423941,Haryana,Faridabad,B30,36-45,Male,72.4,Mandate,Verified
INV001065,2024-07-04,120465,Lumpsum,356694,Tamil Nadu,Chennai,T30,46-55,Male,40.6,UPI,Verified
INV001364,2023-08-10,119551,SIP,179305,MP,Bhopal,B30,36-45,Male,128.5,Net Banking,Verified
INV007929,2023-11-06,118632,Redemption,97739,West Bengal,Kolkata,B30,18-25,Female,28.0,Net Banking,Verified
INV008461,2024-08-04,118989,SIP,393245,Maharashtra,Mumbai,T30,36-45,Female,55.8,Mandate,Verified
INV003285,2024-09-09,120466,Redemption,333929,Gujarat,Ahmedabad,T30,26-35,Male,68.1,Cheque,Verified
INV008452,2022-01-01,125498,Lumpsum,341306,MP,Bhopal,B30,56+,Female,37.3,Net Banking,Verified
INV003423,2022-08-28,120189,SIP,367472,Telangana,Hyderabad,T30,46-55,Female,20.1,Mandate,Verified
INV002336,2022-09-06,118632,SIP,407975,Rajasthan,Jaipur,B30,56+,Female,42.0,Mandate,Verified
INV005359,2022-07-19,119775,Lumpsum,241379,Gujarat,Ahmedabad,T30,26-35,Female,47.1,Cheque,Pending
INV007108,2024-02-03,119551,SIP,474198,MP,Bhopal,B30,56+,Female,132.7,UPI,Pending
INV003872,2022-06-13,125124,SIP,177615,Punjab,Amritsar,B30,56+,Female,57.6,Mandate,Pending
INV009436,2024-08-31,118632,SIP,332312,Punjab,Amritsar,B30,36-45,Female,11.3,Mandate,Verified
INV006805,2025-10-30,120841,Lumpsum,2976,Bihar,Patna,B30,36-45,Male,93.9,Cheque,Verified
INV007373,2024-03-04,148567,SIP,55714,Punjab,Amritsar,B30,26-35,Female,40.6,Mandate,Verified
INV005751,2022-04-06,118990,SIP,413201,Odisha,Bhubaneswar,B30,46-55,Male,69.8,Mandate,Verified
INV002929,2025-05-14,125354,SIP,252461,MP,Bhopal,B30,36-45,Female,132.9,Net Banking,Pending
INV005433,2023-10-10,120190,Lumpsum,412298,Kerala,Kochi,T30,46-55,Male,119.8,Net Banking,Verified
INV008489,2022-07-10,125355,Redemption,174164,West Bengal,Kolkata,B30,36-45,Male,145.5,Cheque,Verified
INV007068,2022-06-27,119084,SIP,42379,Karnataka,Bangalore,T30,56+,Male,43.4,Cheque,Verified
INV009921,2025-11-28,118457,Lumpsum,383317,Rajasthan,Jaipur,B30,36-45,Female,12.1,Mandate,Verified
INV004602,2024-10-07,148568,Lumpsum,334830,Odisha,Bhubaneswar,B30,46-55,Female,148.4,Net Banking,Verified
INV005856,2023-05-03,119598,SIP,259999,Telangana,Hyderabad,T30,46-55,Female,65.8,Cheque,Pending
INV009574,2022-01-11,118457,Lumpsum,340598,Maharashtra,Mumbai,T30,26-35,Male,57.5,UPI,Pending
INV009514,2024-06-17,119776,Lumpsum,201809,Tamil Nadu,Chennai,T30,46-55,Male,149.7,Mandate,Pending
INV002491,2023-01-19,119271,SIP,424749,Bihar,Patna,B30,26-35,Male,147.4,Mandate,Verified
INV009921,2024-05-20,118990,SIP,362885,Punjab,Amritsar,B30,46-55,Female,125.0,Cheque,Verified
INV009925,2025-07-31,120841,SIP,53657,Haryana,Faridabad,B30,36-45,Female,55.8,Mandate,Verified
INV002459,2023-10-18,118456,SIP,474758,Gujarat,Ahmedabad,T30,46-55,Female,79.0,UPI,Verified
INV007239,2022-11-18,119084,SIP,447291,Telangana,Hyderabad,T30,26-35,Male,25.7,Cheque,Verified
INV009705,2024-10-07,119599,Lumpsum,334588,Gujarat,Ahmedabad,T30,26-35,Male,8.0,Net Banking,Pending
INV005663,2022-08-29,119272,SIP,272863,West Bengal,Kolkata,B30,46-55,Female,67.6,UPI,Pending
INV008075,2024-12-09,119775,SIP,284411,Kerala,Kochi,T30,26-35,Male,36.8,Cheque,Verified
INV009515,2025-11-28,119599,Redemption,248594,Tamil Nadu,Chennai,T30,56+,Female,110.1,Cheque,Pending
INV006807,2022-08-25,118636,SIP,430820,Haryana,Faridabad,B30,46-55,Male,71.2,Net Banking,Verified
INV002358,2025-11-16,119776,Redemption,142181,Delhi,Delhi,T30,26-35,Female,55.0,UPI,Verified
INV006924,2022-08-06,119085,SIP,433877,Haryana,Faridabad,B30,56+,Female,96.5,Net Banking,Verified
INV002917,2022-04-24,120466,SIP,332648,MP,Bhopal,B30,46-55,Female,145.1,UPI,Verified
INV005622,2023-02-24,119085,SIP,383068,Punjab,Amritsar,B30,46-55,Male,51.3,Cheque,Verified
INV002525,2024-11-04,119085,Lumpsum,402301,Karnataka,Bangalore,T30,26-35,Male,61.8,Cheque,Verified
INV008510,2025-06-02,118989,SIP,434654,Bihar,Patna,B30,18-25,Male,38.8,Cheque,Verified
INV007089,2025-08-12,120465,SIP,452581,MP,Bhopal,B30,46-55,Male,83.8,Net Banking,Pending
INV009659,2024-01-15,119092,SIP,358339,MP,Bhopal,B30,26-35,Female,103.9,UPI,Verified
INV003340,2023-06-23,148567,SIP,444515,Karnataka,Bangalore,T30,26-35,Male,128.2,Cheque,Verified
INV006869,2024-10-06,118990,SIP,450004,Maharashtra,Mumbai,T30,18-25,Male,132.6,Cheque,Verified
INV006143,2023-08-30,118632,Redemption,378621,Karnataka,Bangalore,T30,56+,Male,67.3,UPI,Pending
INV008931,2025-12-29,118990,Lumpsum,45981,West Bengal,Kolkata,B30,46-55,Male,77.6,Net Banking,Pending
INV009485,2024-02-06,118989,SIP,271803,Odisha,Bhubaneswar,B30,26-35,Female,16.2,Net Banking,Pending
INV005866,2025-02-23,148923,Redemption,213349,Odisha,Bhubaneswar,B30,46-55,Male,98.3,Net Banking,Pending
INV006652,2024-02-22,118636,Redemption,210658,Delhi,Delhi,T30,36-45,Male,52.2,Net Banking,Verified
INV002971,2023-12-22,120465,Lumpsum,237468,Gujarat,Ahmedabad,T30,26-35,Female,21.0,Cheque,Pending
INV002416,2022-02-03,120678,SIP,432681,Odisha,Bhubaneswar,B30,26-35,Female,70.4,Net Banking,Verified
INV005004,2022-06-19,125497,Redemption,227104,Bihar,Patna,B30,18-25,Male,149.9,UPI,Verified
INV008564,2023-06-26,119775,Lumpsum,282797,Karnataka,Bangalore,T30,56+,Male,141.2,Cheque,Verified
INV003528,2025-04-29,119775,SIP,417281,Rajasthan,Jaipur,B30,26-35,Male,126.7,Cheque,Verified
INV005906,2024-03-11,119599,SIP,305675,Odisha,Bhubaneswar,B30,26-35,Male,85.3,UPI,Verified
INV006362,2022-11-03,125355,SIP,240141,Maharashtra,Mumbai,T30,56+,Male,85.9,UPI,Pending
INV007989,2022-06-26,120842,SIP,78199,West Bengal,Kolkata,B30,46-55,Male,80.3,UPI,Pending
INV006736,2022-07-23,119598,SIP,335501,West Bengal,Kolkata,B30,18-25,Female,78.0,Cheque,Verified
INV002716,2024-10-04,119085,Lumpsum,340250,Haryana,Faridabad,B30,18-25,Male,19.6,Net Banking,Verified
INV006914,2024-04-08,120842,SIP,185333,Karnataka,Bangalore,T30,46-55,Female,77.9,Net Banking,Verified
INV001713,2023-05-26,125497,SIP,99143,Punjab,Amritsar,B30,46-55,Male,129.2,Mandate,Verified
INV001597,2022-12-20,118633,SIP,83793,Gujarat,Ahmedabad,T30,18-25,Female,118.4,Cheque,Verified
INV002085,2022-01-06,120189,Redemption,330207,Telangana,Hyderabad,T30,18-25,Male,43.9,UPI,Verified
INV009668,2025-01-06,120504,SIP,491624,Karnataka,Bangalore,T30,56+,Male,133.4,UPI,Verified
INV006741,2025-01-28,120189,SIP,166445,Kerala,Kochi,T30,46-55,Male,15.3,Net Banking,Verified
